0x100113d8: ret;
0x1008b143: rep ret;
0x10088acb: imul ebp, edx, 0x0C; add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; pop esi; ret;
0x101383d9: adc [eax-0x18], dl; mov al, [0x83FFFF9B]; les ecx, [eax]; pop edi; pop ebp; pop ebx; ret;
0x1001228b: sub al, 0xFF; and al, 0x85; shl [edx], 0x01; adc [edx+0x00000A00], bh; xor eax, eax; ret;
0x10153af1: sbb [ecx+0x1E89205E], cl; mov [esi+0x14], bl; mov [esi+0x04], ebx; pop esi; pop ebx; ret;
0x100461fe: nop; nop; mov eax, [ecx+0x0000035C]; lea edx, [eax+0x01]; mov [ecx+0x0000035C], edx; ret;
0x10141368: sal [ebx], 0xFFFFFFC9; cmp eax, ebx; pop ebx; setne cl; mov eax, ecx; add esp, 0x08; ret;
0x1001b749: add [ecx+0x0003549E], cl; add [edi+0x5E], bl; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x100ee8de: push es; add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; add esp, 0x00002000; ret;
0x1014d7b8: add dl, [eax-0x18]; add [edx+0x00], ebx; add [ebx-0x3FCCEB3C], al; pop edi; pop esi; ret;
0x1006cefb: adc [eax+0x00000001], edi; mov [esi+0x60], 0x00000064; mov [esi+0x34], eax; pop esi; ret;
0x1014e2f1: adc [ecx+0x46E8087D], cl; add [eax], al; add [ebx+0x5E5F18C4], al; pop ebp; pop ebx; ret;
0x1004621e: nop; nop; mov eax, [ecx+0x00000360]; lea edx, [eax+0x01]; mov [ecx+0x00000360], edx; ret;
0x10129509: add [eax], dl; add [edi+0x72], dl; or [edi+0x5E], ebx; mov eax, 0x0000000D; pop ebx; ret;
0x1011dcc3: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x000011BC; ret;
0x101163ce: mov ecx, [esp+0x40]; mov eax, esi; pop esi; mov [fs:0x00000000], ecx; add esp, 0x48; ret;
0x10125af1: adc al, 0x83; les eax, [0x5FDA75C0+eax*4]; pop esi; pop ebp; pop ebx; add esp, 0x18; ret;
0x1006d1de: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x000001A4; ret;
0x100306c1: add [edx+edx-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x00001258]; ret;
0x1003ff24: rcr [0x0C50FF10], 1; mov [esi+0x00000134], 0x0000000A; mov eax, 0x00000001; pop esi; ret;
0x10014d07: add [eax], eax; add [ebp-0x38F48A40], al; xor [eax+0x01], 0x00010000; add [eax], al; ret;
0x1014c696: add [esi-0x39], bl; add al, [ebx]; add [eax], al; add bl, al; xor eax, eax; pop esi; ret;
0x100461be: nop; nop; mov eax, [ecx+0x00000354]; lea edx, [eax+0x01]; mov [ecx+0x00000354], edx; ret;
0x10132ff8: adc [esi-0x18], dl; mov eax, [0x83000000]; les eax, [ebx+esi]; rcr [edi+0x5E], 0x5B; ret;
0x1004c521: adc [esi+eax-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x00000190]; ret;
0x10119ccc: fadd [ebx]; add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; pop edi; pop esi; ret;
0x10041da1: adc [ecx+ebx-0x6F3D0000], 0x90909090; nop; nop; nop; nop; lea eax, [ecx+0x0000046C]; ret;
0x1005ac52: xor eax, eax; pop ebx; mov ecx, [esp+0x6C]; mov [fs:0x00000000], ecx; add esp, 0x78; ret;
0x10133f69: adc [esi], 0xEEE85610; add [bx+si], al; add esp, 0x08; xor al, al; pop edi; pop esi; ret;
0x1003fd7f: pushad; add [eax], eax; add [ecx+0x00015C86], cl; add [eax+0x00000001], bh; pop esi; ret;
0x10104e8b: or [ebx+0x4E8D2456], cl; and al, 0xFF; push edx; or al, 0x5E; xor eax, eax; pop ebx; ret;
0x10114364: adc al, 0x8B; fadd [ebp+0x5F0B75DB]; pop esi; pop ebp; pop ebx; add esp, 0x0000020C; ret;
0x100fdeac: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00000164; ret;
0x1004b050: xor eax, eax; pop ebx; mov ecx, [esp+0x44]; mov [fs:0x00000000], ecx; add esp, 0x50; ret;
0x100cb71e: mov ecx, [esp+0x44]; xor eax, eax; pop esi; mov [fs:0x00000000], ecx; add esp, 0x4C; ret;
0x1013a62d: mov [edx], esi; mov ecx, [ecx+0x08]; mov [ecx+0x04], eax; pop edi; pop esi; pop ebx; ret;
0x10121087: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x000002DC; ret;
0x10051588: add al, 0x83; rol [eax+ebp*2], 0x5C; int1; sbb eax, 0x0C50FF10; mov eax, 0x00000001; ret;
0x1001afaf: adc [ecx+0x00C71848], cl; ror [ebx+0x40C71016], 0x04; add [eax], eax; add [eax], al; ret;
0x10084bb9: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00000158; ret;
0x1001f3fd: lahf; sbb eax, 0x0C50FF10; mov [esi+0x34], 0x0000000A; mov eax, 0x00000001; pop esi; ret;
0x10109771: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x000033C8; ret;
0x1003a5ec: rcl [ecx], cl; add bl, ch; add dh, [ebx]; ror [ebx+0x212C24BC], 0x00; add [ebx], bh; ret;
0x1010cbc3: add al, 0x00; mov ecx, [esp+0x08]; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1012c6b8: aad 0x1F; adc [edx-0x18], dl; mov edi, 0x83000058; les edx, [eax]; pop edi; pop esi; ret;
0x1008b031: add [eax+0x5E101686], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x1012c5b4: mov [esi+0x05], al; mov [esi+0x08], 0x1012C5D0; mov [esi+0x0C], 0x1012BA90; pop esi; ret;
0x1006eb28: pushad; add [fs:eax], al; add [edi+0x5E], bl; mov eax, 0x00000001; pop ebx; pop ecx; ret;
0x1014b0c5: ror [ecx+0x0000A0BA], 0x00; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10151817: les ecx, [eax]; mov [esi+0x38], ebp; mov [esi+0x3C], ebp; pop ebx; pop esi; pop ebp; ret;
0x100b7754: add [ebx+0x5F14244C], cl; pop esi; pop ebp; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10152ee1: mov ecx, [esp+0x0C]; mov edx, ecx; mov [eax+0x01], cl; sar edx, 0x08; mov [eax], dl; ret;
0x101043d8: or [ebx-0x788BF008], al; mov eax, 0x00000001; pop edi; mov [esi+0x2C], eax; pop esi; ret;
0x100e3378: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00000194; ret;
0x1011e5f7: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x000038C8; ret;
0x1003f40b: adc [eax+0x00000001], edi; mov [esi+0x50], 0x00000064; mov [esi+0x30], eax; pop esi; ret;
0x100e305b: adc [eax+0x00000001], edi; mov [esi+0x50], 0x00000064; mov [esi+0x34], eax; pop esi; ret;
0x10136b9c: adc bh, al; inc eax; sbb [eax+0x6B], ah; adc edx, [eax]; mov [eax+0x1C], 0x00000000; ret;
0x10044139: mov eax, esi; pop esi; mov ecx, [esp+0x04]; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1001b74c: push esp; add eax, [eax]; add [edi+0x5E], bl; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x1012d36e: test al, 0xD6; pop ds; adc [ebx-0x00AFBF40], al; adc eax, 0x10168174; add esp, 0x08; ret;
0x10124539: and al, 0x89; dec eax; sub [ebx+0x74D73B13], cl; add ecx, [ecx+0x5E5F2C7A]; pop ebx; ret;
0x10122efd: mov ecx, [esp+0x40]; xor eax, eax; pop esi; mov [fs:0x00000000], ecx; add esp, 0x48; ret;
0x10094ddf: sbb [ebx], dl; add [eax], al; mov [eax+0x0000131C], ecx; mov [eax+0x04], 0x00000001; ret;
0x10012d1e: add al, 0x1F; add [edi+0x5E], bl; mov eax, 0x00000001; pop ebx; add esp, 0x00000088; ret;
0x10075d6c: sbb cl, [esi]; add bl, ch; add dh, [ebx]; ror [ebx+0x213024BC], 0x00; add [ebx], bh; ret;
0x1005246d: and al, 0x05; adc bh, bh; and al, 0x8D; nop; and al, 0x05; adc [eax+0x00000003], bh; ret;
0x1010f2fa: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00001158; ret;
0x10011e76: xchg eax, ebp; mov al, [0xB810011E]; add [eax], al; add bl, al; mov eax, 0x00000068; ret;
0x10157d53: add [ecx+0x34E87C4E], cl; add [eax], al; add [ebx+0x5E5F04C4], al; pop ebp; pop ebx; ret;
0x100bb4e1: add [eax+eax-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x00004D68]; ret;
0x101505e6: add [eax], al; add [ecx+0x6E89086E], cl; adc [ecx+0x5E5F0C6E], cl; pop ebp; pop ebx; ret;
0x1014958e: add [ecx+0x0000A0BB], cl; add [edi+0x5E], bl; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10136aa2: mov [esi+0x04], eax; or eax, 0xFFFFFFFF; or edx, 0xFFFFFFFF; pop esi; add esp, 0x08; ret;
0x101043da: clc; pcmpeqb mm0, qword [edi+0x000001B8]; add [edi-0x77], bl; inc esi; sub al, 0x5E; ret;
0x100f5258: test [esp+edx+0x00], ah; add eax, [eax]; add [ebx], al; add [eax], al; add [ebx], bh; ret;
0x1012ee7a: dec [ebx+0x5F142444]; pop esi; pop ebp; mov ecx, [eax]; mov [ecx+0x14], ebx; pop ebx; ret;
0x100e306d: xor eax, eax; mov [esi+0x50], eax; mov [esi+0x34], eax; mov eax, 0x00000001; pop esi; ret;
0x1014e1cf: adc [ecx+0x68E8087D], cl; add [eax], eax; add [ebx+0x5E5F18C4], al; pop ebp; pop ebx; ret;
0x10032ec9: xchg [esi], dl; adc [edi+0x5E], bl; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10098260: or eax, [eax]; mov ecx, [esp+0x08]; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1010cbf8: pop esp; add eax, [eax]; add [ecx+0x00036086], cl; add [eax+0x00000001], bh; pop esi; ret;
0x1007f517: test [esp+edx+0x00], ah; add eax, [eax]; add [ecx], al; add [eax], al; add [ebx], bh; ret;
0x1012fcbc: push ebx; sbb [ecx+0x00028896], cl; add [esi+0x5D], bl; pop ebx; add esp, 0x00000084; ret;
0x10074f1b: add cl, ch; inc edx; add eax, 0x848B0000; and al, 0xDC; add [eax], al; add [ebx], bh; ret;
0x1008b033: xchg [esi], dl; adc [esi+0x5D], bl; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x100cf64d: hlt; dec [ebx+0x5F14244C]; pop esi; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10149fe4: add [eax], al; add [esi+0x5D], bl; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x100cc68e: clc; mov ss, word [esi]; adc [edi+0x5E], bl; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x100b06a7: add al, [eax]; add [esi+0x5D], bl; mov eax, 0x00000001; pop ebx; add esp, 0x00000124; ret;
0x1013f516: add al, [esi]; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x101368dd: add bh, 0x00; add eax, [eax]; add [eax], al; mov [esi], 0x00000001; pop esi; pop ebx; ret;
0x100677d4: add [esi-0x3D], bl; mov eax, 0x00000001; pop edi; mov [esi+0x000000C8], eax; pop esi; ret;
0x1001f402: or al, 0xC7; inc esi; xor al, 0x0A; add [eax], al; add [eax+0x00000001], bh; pop esi; ret;
0x1008a57e: add bh, al; inc esi; xor [edx], cl; add [eax], al; add [eax+0x00000001], bh; pop esi; ret;
0x1005abb3: add [eax], al; pop ebx; mov ecx, [esp+0x6C]; mov [fs:0x00000000], ecx; add esp, 0x78; ret;
0x1014da86: fcomp [edi+0x5E]; sbb eax, eax; pop ebp; add eax, 0x04; pop ebx; add esp, 0x00000400; ret;
0x10149418: test [0x5F000028], ebp; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x00000128; ret;
0x100e9aa1: pop ebx; aad 0x02; add [ebx+0x5E08244C], cl; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x100f9785: adc [eax+ecx-0x75], dh; mov [eax-0x14FFFFEE], ch; add eax, 0x0F4240B9; add [ebx], bh; ret;
0x1005def3: add [eax], al; pop ebx; mov ecx, [esp+0x04]; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x100309cf: or al, [ebx]; adc bh, bh; and al, 0x8D; hlt; or [ebx], eax; adc [eax+0x00000003], bh; ret;
0x1010501a: mov [esi+0x3C], 0x00000000; mov [esi+0x40], 0x00000000; mov eax, 0x00000001; pop esi; ret;
0x100ca332: add bl, dl; or [eax], al; pop edi; mov eax, 0x00000001; pop esi; add esp, 0x00000104; ret;
0x10045e9c: add [eax-0x7E746F70], dl; inc eax; push es; add [eax], al; mov edx, [ecx+0x00000644]; ret;
0x10089d24: sbb bh, al; inc esi; and [eax], al; add [eax], al; add [eax+0x00000001], bh; pop esi; ret;
0x100e6a65: xchg eax, ecx; mov word [edx], ds; add [eax], al; mov [esi+0x00000300], edx; pop esi; ret;
0x100f83c9: pop esi; mov eax, 0x00000001; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00002680; ret;
0x1013ebee: add bh, [edi]; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x101294ca: dec [ebx+0x5F142444]; pop esi; pop ebp; mov ecx, [eax]; mov [ecx+0x38], ebx; pop ebx; ret;
0x1004bcdf: add [eax], al; pop ebx; mov ecx, [esp+0x08]; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x1003a034: adc bh, al; inc esi; sbb [eax], al; add [eax], al; add [eax+0x00000001], bh; pop esi; ret;
0x1006684b: or al, 0x0F; add [ebx-0x2F00F73C], al; add esp, 0x0C; xor eax, eax; pop edi; pop esi; ret;
0x100b135d: rcr [edi+0x5E], 0x8B; dec esp; and al, 0x04; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x10062f0b: push eax; or [ebx+0x00009087], cl; add [ebx-0x74C3DBB4], cl; push ebp; add [ebx], al; ret;
0x10108db0: add [esi+0x50FF101F], 0x0C; mov [esi+0x28], 0x0000000A; mov eax, 0x00000001; pop esi; ret;
0x100e04ff: mov ecx, 0x00000001; mov [eax], 0x10169F50; mov [eax+0x18], ecx; mov [eax+0x04], ecx; ret;
0x100e9aa3: add al, [eax]; mov ecx, [esp+0x08]; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x101205f5: add [eax+0x34], ebp; mov ebx, 0x50FF101F; or al, 0xB8; add [eax], eax; add [eax], al; ret;
0x1008847e: or al, 0x00; add esp, 0x04; mov [esi+0x08], 0x00000000; mov eax, 0x00000001; pop esi; ret;
0x1001b07f: xchg [esi], dl; adc [esi+0x5D], bl; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x10097f59: inc ecx; inc eax; mov [ecx+0x00000144], al; mov [ecx+0x20], eax; mov eax, 0x00000001; ret;
0x101040c5: adc al, [eax]; add [ebx+0x0011E8CE], cl; add [eax], al; mov eax, 0x00000001; pop esi; ret;
0x1003f41d: xor eax, eax; mov [esi+0x50], eax; mov [esi+0x30], eax; mov eax, 0x00000001; pop esi; ret;
0x10159213: add [eax], al; mov [edx+0x00001698], esi; mov word [edx+0x0000048C], 0x0001; pop esi; ret;
0x1014e18b: inc ebp; or al, 0x75; or ebx, [edi-0x77]; pop ebp; adc [ecx+0x5D5E085D], cl; pop ebx; ret;
0x1009cacc: adc [esi-0x18], dl; or eax, 0x83000002; les edx, [eax]; mov eax, 0x00000001; pop esi; ret;
0x1014c84b: add [esi-0x39], bl; add [ebx], eax; add [eax], al; add bl, al; xor eax, eax; pop esi; ret;
0x10046a5b: std; dec [ebx+0x5F14244C]; pop esi; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10044d59: pop esi; mov eax, 0x00000001; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00002638; ret;
0x1012dff7: mov edx, [esp+0x14]; mov cx, word [esp+0x0C]; mov word [edx+0x3C], cx; add esp, 0x10; ret;
0x101212b5: pop edi; mov eax, 0x00000001; pop esi; mov [fs:0x00000000], ecx; add esp, 0x00000150; ret;
0x100cdd86: inc esi; push esp; mov [esi], 0x10169AE8; mov [esi+0x04], ecx; mov eax, esi; pop esi; ret;
0x1001eb17: add [eax], al; add [ebx-0x3E], bl; or [eax], al; nop; nop; lea eax, [ecx+0x00000960]; ret;
0x1010cbf7: xchg [ebx+eax+0x00], bl; add [ecx+0x00036086], cl; add [eax+0x00000001], bh; pop esi; ret;
0x1015119e: sub al, ah; push ss; adc eax, 0x2C46C710; rcl [ecx], 1; adc eax, 0x5FC68B10; pop esi; ret;
0x1013fc42: adc [ebp-0x0D], dh; mov cl, [eax]; xor edx, edx; cmp cl, 0x7D; sete dl; mov eax, edx; ret;
0x1006323e: push eax; or [ebx+0x00009087], cl; add [ebx-0x74B7DBB4], cl; push ebp; add [ebx], al; ret;
0x1011e92d: xchg [esi], dl; adc [esi+0x5D], bl; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x1005ddba: xchg eax, edx; rol [edx], cl; add bh, dh; fcomp [ebx]; rcr [edi-0x09], 0xD8; pop esi; ret;
0x10159bcf: add al, [ebp+0x247C89F6]; sub al, 0x75; sbb [edi+0x5E], 0x5D; pop ebx; add esp, 0x18; ret;
0x1013f754: add dh, [eax]; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x10106882: or al, 0x05; add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; pop esi; pop ecx; ret;
0x10040e95: add [eax+0x07], 0x04C20000; add [eax-0x7E746F70], dl; inc esp; pop es; add [eax], al; ret;
0x1013f833: add bh, [edx]; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x10147be9: add [ebp-0x7C], eax; ror [edi], cl; test esi, esp; cmp [eax], al; add [eax+0x3B], al; ret;
0x100628e2: push eax; or [ebx+0x00009087], cl; add [ebx-0x74A7DBB4], cl; push ebp; add [ebx], al; ret;
0x1014c637: add bl, al; mov edx, [esp+0x14]; mov eax, 0x00000001; pop esi; mov [edx], 0x00000001; ret;
0x1001611a: add [ecx+0x00024CBE], cl; add [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; ret;
0x10013867: xchg [ecx+eax+0x00], bh; add [ecx+0x00018086], cl; add [eax+0x00000001], bh; pop esi; ret;
0x100e0f07: mov [esi+0x08], 0x0000000A; mov [esi+0x04], 0x00000000; mov eax, 0x00000001; pop esi; ret;
0x1008b862: add [eax], al; pop ebx; mov ecx, [esp+0x0C]; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x10063bd7: push eax; or al, 0x85; ror [edi], 0x84; clc; add [eax], al; add [ebx+0x3B142444], cl; ret;
0x10044189: add [eax], al; add [eax], al; add [esi-0x3D], bl; mov [esi+0x000033E4], eax; pop esi; ret;
0x10122cdf: add [eax], eax; add bh, al; inc eax; add al, 0x01; add [eax], al; add [ebx+0x59], bl; ret;
0x10064a01: add [eax], eax; add bl, dh; stosd; mov [edx+0x04], 0x00000001; mov eax, edx; pop edi; ret;
0x1004d497: adc al, ch; popfd; mov al, [0xC4830010]; or bh, bh; rol [ebx-0x3FCCF33C], 1; pop ecx; ret;
0x1005f664: add [esi-0x3D], bl; mov eax, 0x00000001; pop edi; mov [esi+0x000000C4], eax; pop esi; ret;
0x10132aca: dec [ebx+0x5F142444]; pop esi; pop ebp; mov ecx, [eax]; mov [ecx+0x18], ebx; pop ebx; ret;
0x10060961: xor [eax+eax-0x6F3D0000], 0x90909090; nop; nop; nop; nop; fld qword [ecx+0x000000A0]; ret;
0x1001f7c2: mov esi, 0x85087F8B; push [ebp-0x24]; pop edi; pop esi; mov eax, 0x00000001; pop ebx; ret;
0x10012956: insb; pop esi; mov eax, 0x00000001; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x70; ret;
0x1012a0bc: add [eax], al; add [eax], al; mov eax, [ecx+0x18]; mov [eax+0x04], eax; xor eax, eax; ret;
0x1013f879: add bh, [esi]; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x1008bb0b: add [ebx+0x5E5F10C4], al; pop ebp; mov eax, 0x00000001; pop ebx; add esp, 0x00001000; ret;
0x1005284f: adc bh, al; inc esi; xor [eax], al; add [eax], al; add [eax+0x00000001], bh; pop esi; ret;
0x1013e813: add ch, [ecx]; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x1004d3f9: adc [eax], al; mov ecx, [esp+0x08]; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x100b1ce3: add [ebx-0x3B7CF78A], cl; adc al, 0x85; div [ebp-0x3B]; mov eax, 0x00000001; pop esi; ret;
0x10134a44: add [eax], al; add [eax], al; mov [eax+0x08], 0x00000000; mov [eax+0x04], 0x00000FF0; ret;
0x1008593b: div [ebx+eax-0x77]; inc esi; or al, 0x8B; push edx; or [ebp+0x5FE975D2], al; pop esi; ret;
0x10014d06: add [ecx], 0x00; add [ebp-0x38F48A40], al; xor [eax+0x01], 0x00010000; add [eax], al; ret;
0x1010f18d: pop esi; mov eax, 0x00000001; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00002038; ret;
0x10158e8d: xchg eax, esp; rcr [edi+0x5E], 0x5D; lea eax, [eax+eax+0x01]; pop ebx; add esp, 0x08; ret;
0x10120b29: xor ecx, ecx; mov [esi+0x48], ecx; mov [esi+0x40], ecx; mov eax, 0x00000001; pop esi; ret;
0x1010ed2a: add [eax], al; pop ebx; mov ecx, [esp+0x2C]; mov [fs:0x00000000], ecx; add esp, 0x38; ret;
0x1010809e: pcmpeqb mm4, qword [eax-0x47A2A1A1]; add [eax], eax; add [eax], al; pop ebx; pop ecx; ret;
0x100b5c11: rol [esi], 1; add [ebp+0x0019708E], cl; add al, ch; and [ecx+0x01B80002], 0x5E000000; ret;
0x1008b487: mov edi, 0x11E8CE8B; add [eax], al; add [edi+0x5E], bl; mov eax, 0x00000001; pop ebx; ret;
0x10135d97: xchg ah, cl; add [ecx], al; add [ecx+0x5E5F7C6E], cl; mov eax, ebx; pop ebp; pop ebx; ret;
0x10046b8f: add [ecx+0x0009949E], cl; add [esi-0x48], bl; add [eax], eax; add [eax], al; pop ebx; ret;
0x1006469e: test [eax+ebp], ah; add [eax], eax; add [ebp+0x08], dh; pop ebx; add esp, 0x00002124; ret;
0x1014163e: add [eax+edx+0x33], dh; rol [ebx+0x5E5F12FE], 0x5D; pop ebx; setne al; add esp, 0x08; ret;
0x1002b28e: add [ebp+0x0013B096], cl; add [ebx-0x7797AD31], cl; test al, 0x1D; adc al, ch; cmpsb; ret;
0x1011c45c: or al, 0xC7; inc esi; sub al, 0x0A; add [eax], al; add [eax+0x00000001], bh; pop esi; ret;
0x10087b95: mov [eax+0x3C], ecx; mov [eax+0x28], edx; mov [eax], 0x1016880C; mov [eax+0x04], edx; ret;
0x1012918a: dec [ebx+0x5F142444]; pop esi; pop ebp; mov ecx, [eax]; mov [ecx+0x2C], ebx; pop ebx; ret;
0x10011d45: and al, 0x8D; push esp; sbb eax, 0x01B81001; add [eax], al; add bl, al; xor eax, eax; ret;
0x1004a512: pop es; in al, 0x87; push ss; adc [ecx+0x1BE8045F], cl; rcl [eax], cl; add [ebx], bh; ret;
0x1014e2a7: inc ebp; or al, 0x75; or ebx, [edi-0x77]; dec ebp; adc [ecx+0x5D5E084D], cl; pop ebx; ret;
0x10106d84: and [ecx+0x5F401C5E], cl; mov [esi+0x20], eax; pop esi; mov eax, 0x00000001; pop ebx; ret;
0x1013f731: add [ecx], esi; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x100189ac: test [esp+eax*4+0x00], ah; add al, [eax]; add [ebx], cl; add [eax], al; add [ebx], bh; ret;
0x1006d068: xchg al, bh; or [eax], eax; add [ebx+0x578B0C4E], cl; sbb [ebx], dh; fstp tword [ebx]; ret;
0x100c6e36: push ebx; or [ebp+0x52FF084B], cl; or al, 0x5F; pop esi; mov eax, 0x00000001; pop ebx; ret;
0x1013f5a1: mov eax, [esp+0x000000F0]; mov [eax], ebx; xor eax, eax; pop ebx; add esp, 0x000000E0; ret;
0x1014b413: pop ebp; mov [ecx+0x000000A0], edx; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x1013519c: sal [esp+ecx+0x5F], 0x5E; xor eax, eax; pop ebp; xor edx, edx; pop ebx; add esp, 0x2C; ret;
0x1002f02c: xchg [edx], edx; add bl, ch; add dh, [ebx]; ror [ebx+0x212C24BC], 0x00; add [ebx], bh; ret;
0x10152ee2: dec esp; and al, 0x0C; mov edx, ecx; mov [eax+0x01], cl; sar edx, 0x08; mov [eax], dl; ret;
0x1010f18f: add [eax], eax; add [eax], al; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00002038; ret;
0x1006bcce: and al, 0x0C; pop edi; xor eax, eax; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1009c3e8: dec esi; mov cl, 0x0B; add [ebx-0x2F00F73C], al; add esp, 0x0C; xor eax, eax; pop esi; ret;
0x1014b2e4: mov [ecx+0x000000A0], eax; pop ebp; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x1012dff6: add [ebx+0x66142454], cl; mov ecx, [esp+0x0C]; mov word [edx+0x3C], cx; add esp, 0x10; ret;
0x101320ad: mov [0x4301438A], 0x84; sal [ebp-0x53], 0x5F; mov eax, ebp; pop esi; pop ebp; pop ebx; ret;
0x10052829: and al, 0x08; mov [esi], 0x10168698; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1003fd7c: add [ecx+0x00016086], cl; add [ecx+0x00015C86], cl; add [eax+0x00000001], bh; pop esi; ret;
0x10018a9e: test [esp+eax*4+0x00], ah; add al, [eax]; add [esi], cl; add [eax], al; add [ebx], bh; ret;
0x1015aa58: inc edx; add ecx, 0xFFFFFFF8; mov [eax+0x14], edx; mov [eax+0x000016B4], ecx; pop ebx; ret;
0x10080c07: xchg eax, ebx; sti; push [ebx]; shr cl, 0x94; add al, [eax]; add [ebx+0x3B282444], cl; ret;
0x10147e94: mov [ebx+0x000000A0], eax; pop ebp; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x1013f70e: add [esi], esp; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x10149fe2: xchg [eax+0x5E000000], ah; pop ebp; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x1015c819: dec ebp; fsubr st0, st1; xor [edx-0x16], cl; dec [ebx-0x17AF47BB]; or eax, 0x59FFFFA9; ret;
0x1012cf4f: cmp [ecx], eax; add [eax], al; mov [eax+0x08], 0x1012CF70; mov [eax+0x0C], 0x1012BA90; ret;
0x1014af04: mov [eax+0x000000A0], ecx; pop ebp; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
